6,docker,openmp,4,Time taken: 20681 milliseconds
18,docker,openmp,1,Time taken: 81641 milliseconds
26,docker,openmp,16,Time taken: 20686 milliseconds
31,docker,openmp,16,Time taken: 20694 milliseconds
47,docker,openmp,4,Time taken: 20613 milliseconds
49,docker,openmp,1,Time taken: 81660 milliseconds
57,docker,openmp,4,Time taken: 20657 milliseconds
75,docker,openmp,16,Time taken: 20640 milliseconds
77,docker,openmp,1,Time taken: 81670 milliseconds
83,docker,openmp,4,Time taken: 20578 milliseconds
94,docker,openmp,1,Time taken: 81672 milliseconds
103,docker,openmp,16,Time taken: 20715 milliseconds
128,docker,openmp,4,Time taken: 20572 milliseconds
132,docker,openmp,1,Time taken: 81662 milliseconds
135,docker,openmp,16,Time taken: 20636 milliseconds
145,docker,openmp,16,Time taken: 20694 milliseconds
153,docker,openmp,4,Time taken: 20638 milliseconds
156,docker,openmp,1,Time taken: 81676 milliseconds
171,docker,openmp,4,Time taken: 20690 milliseconds
172,docker,openmp,1,Time taken: 81671 milliseconds
188,docker,openmp,16,Time taken: 20634 milliseconds
191,docker,openmp,16,Time taken: 20699 milliseconds
211,docker,openmp,1,Time taken: 81738 milliseconds
212,docker,openmp,4,Time taken: 20642 milliseconds
217,docker,openmp,1,Time taken: 81673 milliseconds
233,docker,openmp,16,Time taken: 20686 milliseconds
236,docker,openmp,4,Time taken: 20591 milliseconds
244,docker,openmp,16,Time taken: 20695 milliseconds
245,docker,openmp,4,Time taken: 20654 milliseconds
265,docker,openmp,1,Time taken: 81671 milliseconds
